,position,country,name,club,boots,age,height,ACL
8330,Midfielder,South Korea,Koo Ja-Cheol,,adidas Predator Elite LL,35,182,0
8331,Defender,Germany,Koray Günter,,Puma King Ultimate,30,186,0
8332,Defender,Slovakia,Kornel Salata,,,39,191,0
8333,Defender,England,Kortney Hause,Aston Villa,Nike Tiempo Legend 9 Elite,29,191,0
8334,Defender,Serbia,Kosta Nedeljkovic,Aston Villa,Puma Ultra Ultimate,18,184,0
8335,Midfielder,Cyprus,Kostakis Artymatas,,Nike Phantom GX 2 Elite,31,184,0
8336,Midfielder,Greece,Kostas Katsouranis,,Nike Tiempo Legend 10 Elite,45,183,0
8337,Goalkeeper,Greece,Kostas Lamprou,,adidas Predator Elite FT,32,178,0
8338,Defender,Ukraine,Kostyantyn Vivcharenko,Dynamo Kyiv,,22,178,0
8339,Goalkeeper,Japan,Kosuke Nakamura,,adidas Nemeziz 17.1,29,185,0
8340,Defender,-,Kouadio-Yves Dabila,,adidas Predator Freak.1 Low,27,183,0
8341,Defender,-,Kouassi Kouadja,,,29,183,0
8342,Forward,Japan,Koya Kitagawa,,,28,180,0
8343,Forward,Senegal,Krépin Diatta,AS Monaco,adidas Predator Elite LL,25,175,0
8344,Midfielder,Scotland,Kris Commons,,Nike Phantom GX 2 Elite,41,168,0
8345,Midfielder,Albania,Kristal Abazaj,,,28,183,0
8346,Goalkeeper,Latvia,Kristaps Zommers,,,27,188,0
8347,Defender,Ukraine,Kristian Bilovar,Dynamo Kyiv,,23,191,0
8348,Defender,Denmark,Kristian Dirks Riis,,Nike Tiempo Legend 10 Elite,27,189,0
8349,Midfielder,Iceland,Kristian Hlynsson,Ajax Amsterdam,Nike Mercurial Vapor 15 Elite,20,179,0
8350,Defender,Denmark,Kristian Pedersen,Swansea City,Nike Phantom GT2 Elite,30,189,0
8351,Midfielder,Norway,Kristian Thorstvedt,US Sassuolo,Nike Mercurial Vapor 15 Elite,25,189,0
8352,Midfielder,Croatia,Kristijan Bistrovic,CSKA Moscow,Nike Phantom GT Elite,26,183,0
8353,Midfielder,Croatia,Kristijan Jakic,FC Augsburg,adidas Predator Elite,27,184,0
8354,Midfielder,Bulgaria,Kristiyan Kitov,,,27,179,0
8355,Midfielder,Albania,Kristjan Asllani,Inter,adidas Predator Elite FT,22,175,0
8356,Forward,Greece,Kristo Shehu,,,24,189,0
8357,Defender,Norway,Kristoffer Ajer,Brentford FC,Nike Phantom GX Elite,26,198,0
8358,Midfielder,Norway,Kristoffer Askildsen,FC Midtjylland,adidas X Crazyfast+,23,190,0
8359,Goalkeeper,Norway,Kristoffer Klaesson,,adidas Predator Accuracy.1 L,23,189,0
8360,Goalkeeper,Sweden,Kristoffer Nordfeldt,,adidas Predator Elite,35,190,0
8361,Midfielder,Sweden,Kristoffer Olsson,FC Midtjylland,Nike Mercurial Vapor 15 Elite,29,180,0
8362,Forward,Sweden,Kristoffer Peterson,,adidas X 19.1,29,185,0
8363,Forward,Norway,Kristoffer Velde,Olympiacos Piraeus,Nike Mercurial Vapor 15 Elite,24,179,0
8364,Midfielder,Norway,Kristoffer Zachariassen,Ferencváros TC,,30,180,0
8365,Defender,Sweden,Kristopher da Graca,,Nike Mercurial Vapor 15 Elite,26,190,0
8366,Midfielder,Hungary,Krisztián Lisztes,Eintracht Frankfurt,,19,183,0
8367,Forward,Hungary,Krisztián Németh,,Nike Mercurial Vapor X Elite,35,180,0
8368,Midfielder,Hungary,Krisztofer Horváth,,Nike Phantom GX 2 Elite,22,185,0
8369,Forward,-,Krste Velkoski,,Nike Mercurial Vapor XIII Elite,36,179,0
8370,Forward,Croatia,Kruno Ivancic,,,30,180,0
8371,Defender,France,Kryss Chapelle,,,24,173,0
8372,Midfielder,Poland,Krystian Bielik,,Nike Tiempo Legend 9 Elite,26,189,0
8373,Midfielder,-,Krystof Danek,AC Sparta Prague,,21,182,0
8374,Midfielder,Poland,Krzysztof Maczynski,,Nike Phantom GX 2 Elite,37,175,0
8375,Forward,Poland,Krzysztof Piatek,İstanbul Başakşehir FK,Nike Mercurial Vapor 15 Elite,29,183,0
8376,Midfielder,England,Kundai Benyu,,,26,178,0
8377,Defender,France,Kurt Zouma,,Tru Tenaci,29,190,1
8378,Defender,Ghana,Kwadwo Addai,,,28,183,0
8379,Midfielder,Ghana,Kwadwo Asamoah,,Puma Future 7 Ultimate,35,173,0
8380,Forward,Germany,Kwadwo Baah,Watford,Nike Mercurial Vapor 15 Elite,21,182,0
8381,Forward,Switzerland,Kwadwo Duah,PFC Ludogorets Razgrad,,27,185,0
8382,Defender,South Korea,Kwak Tae-Hwi,,Nike Magista Opus II Elite,43,186,0
8383,Forward,Ghana,Kwamé Nsor,,Nike Magista Opus II Elite,32,188,0
8384,Forward,Australia,Kwame Yeboah,,Nike Mercurial Vapor 15 Elite,30,182,0
8385,Forward,North Korea,Kwang-Song Han,,adidas Copa Pure 2 Elite,25,178,0
8386,Forward,Ghana,Kwasi Okyere Wriedt,,adidas Predator Elite,30,188,0
8387,Midfielder,Ghana,Kwasi Sibo,,,26,183,0
8388,Forward,Ghana,Kwesi Appiah,,Nike Mercurial Superfly 9 Elite,34,181,0
8389,Defender,Australia,Kye Rowles,,adidas Predator Edge.1,26,185,0
8390,Defender,England,Kyle Bartley,West Bromwich Albion,adidas Predator Elite FT,33,194,0
8391,Midfielder,United States,Kyle Beckerman,,Nike Tiempo Legend 10 Elite,42,178,0
8392,Midfielder,England,Kyle Dempsey,,,28,164,0
8393,Midfielder,England,Kyle Edwards,,Nike Mercurial Vapor 15 Elite,26,178,0
8394,Forward,Northern Ireland,Kyle Lafferty,,adidas Predator Elite,36,193,0
8395,Defender,England,Kyle Naughton,Swansea City,Nike Tiempo Legend 10 Elite,35,181,0
8396,Midfielder,England,Kyle Taylor,,Puma Future 5.1 Netfit,25,167,0
8397,Defender,United States,Kyle Venter,,,33,191,0
8398,Defender,England,Kyle Walker,Manchester City,Puma Ultra 5 Ultimate,34,178,0
8399,Defender,England,Kyle Walker-Peters,Southampton,Nike Mercurial Vapor 15 Elite,27,173,0
8400,Midfielder,France,Kylian Kaïboue,Amiens SC,,26,179,0
8401,Forward,France,Kylian Mbappé,Real Madrid,Nike Mercurial Superfly 10 Elite,25,178,0
8402,Forward,France,Kylian Silvestre,,,22,183,0
8403,Forward,France,Kyliane Dong,ESTAC Troyes,,19,178,0
8404,Forward,Japan,Kyogo Furuhashi,Celtic FC,Nike Mercurial Vapor 16 Elite,29,170,0
8405,Defender,Cyprus,Kypros Christoforou,,,31,189,0
8406,Goalkeeper,Greece,Kyriakos Aretas,,,27,175,0
8407,Midfielder,Greece,Kyriakos Giaxis,,Nike Mercurial Vapor XIII Elite,23,185,0
8408,Defender,Greece,Kyriakos Papadopoulos,,Nike Tiempo Legend V,32,185,0
8409,Defender,Belgium,Kyriani Sabbe,Club Brugge,adidas X Crazyfast Elite LL,19,176,0
8410,Defender,England,Kyron Gordon,,,22,184,0
8411,Midfielder,Ukraine,Kyrylo Sigeev,,,20,182,0
8412,Defender,South Korea,Kyu-hyun Park,,,23,183,0
8413,Defender,South Korea,Kyung-won Kwon,,Mizuno Morelia II,32,189,0
8414,Forward,Côte d'Ivoire,Lacina Traoré,,Nike Mercurial Vapor 15 Elite,34,203,0
8415,Forward,Congo,Ladislas Douniama,,Nike Phantom GX 2 Elite,38,163,0
8416,Midfielder,-,Ladislav Krejci,,adidas X Crazyfast Elite,32,179,0
8417,Defender,-,Ladislav Krejci,Girona FC,,25,191,0
8418,Forward,Moldova,Lado Akhalaia,,,22,190,0
8419,Forward,-,Lago Júnior,,Puma Ultra Ultimate,33,180,0
8420,Midfielder,Madagascar,Lalaina Nomenjanahary,,adidas X Crazyfast Elite,38,188,0
8421,Midfielder,-,Lamarana Jallow,,Puma Ultra Ultimate,22,182,0
8422,Defender,Netherlands,Lamare Bogarde,Aston Villa,adidas F50 Elite LL,20,185,0
8423,Forward,Zambia,Lameck Banda,US Lecce,Puma Ultra Ultimate,23,169,0
8424,Forward,Republic Of The Gambia,Lamin Jawo,,,29,195,0
8425,Midfielder,Senegal,Lamine Camara,AS Monaco,adidas F50 Elite LL,20,173,0
8426,Midfielder,Senegal,Lamine Diack,,Nike Mercurial Vapor 15 Elite,23,186,0
8427,Midfielder,France,Lamine Fomba,AS Saint-Etienne,Nike Phantom GX 2 Elite,26,188,0
8428,Defender,Senegal,Lamine Gassama,,adidas X Crazyfast Elite,34,181,0
8429,Forward,France,Lamine Ghezali,,,25,175,0
8430,Forward,Senegal,Lamine Gueye,,adidas X Crazyfast Elite,26,178,0
8431,Defender,-,Lamine Koné,,Nike Phantom VNM Elite,35,189,0
8432,Midfielder,Côte d'Ivoire,Lamine N'Dao,,,31,186,0
8433,Goalkeeper,Brazil,Lamine Ndao,,,26,174,0
8434,Defender,Senegal,Lamine Sané,,Nike Mercurial Vapor 15 Elite,37,192,0
8435,Forward,Spain,Lamine Yamal,FC Barcelona,adidas F50 Elite LL,17,180,0
8436,Forward,United States,Landon Donovan,,Nike Tiempo Legend VI,42,173,0
8437,Goalkeeper,France,Landry Bonnefoi,,,40,184,0
8438,Forward,Belgium,Landry Dimata,,Nike Phantom GT2 Elite,27,185,0
8439,Midfielder,Cameroon,Landry N'Guemo,,Nike Tiempo Legend 10 Elite,38,173,0
8440,Midfielder,Sweden,Laorent Shabani,,,25,182,0
8441,Goalkeeper,Italy,Lapo Nava,,adidas Predator Elite,20,197,0
8442,Forward,Belgium,Largie Ramazani,Leeds United,Nike Mercurial Vapor 15 Elite,23,168,0
8443,Midfielder,France,Larry Azouni,,Nike Tiempo Legend 10 Elite,30,175,0
8444,Goalkeeper,United States,Larry Jackson,,Asics Lethal Tigreor,33,185,0
8445,Defender,Germany,Lars Bender,,adidas X Ghosted.1,35,185,0
8446,Defender,Germany,Lars Dietz,,adidas Copa Pure 2 Elite,27,190,0
8447,Midfielder,Germany,Lars Holtkamp,,,22,187,0
8448,Defender,Denmark,Lars Jacobsen,,Nike Tiempo Legend 10 Elite,44,181,0
8449,Defender,Germany,Lars Lukas Mai,,adidas Copa Pure 2 Elite,24,190,0
8450,Defender,Germany,Lars Ritzka,,,26,185,0
8451,Midfielder,Germany,Lars Stindl,,Puma Future 7 Ultimate,36,181,0
8452,Goalkeeper,Germany,Lars Unnerstall,,Puma Future Ultimate,34,198,0
8453,Defender,-,Lasha Dvali,APOEL Nicosia,Nike Phantom GT Elite DF,29,191,0
8454,Forward,Guinea,Lass Bangoura,,adidas X Crazyfast Elite,32,169,0
8455,Midfielder,Mali,Lassana Coulibaly,US Lecce,adidas X Crazyfast Elite LL,28,183,0
8456,Defender,France,Lassana Diako,,,25,183,0
8457,Midfielder,France,Lassana Diarra,,adidas Nemeziz.1,39,173,0
8458,Forward,Mali,Lassana N'Diaye,,,23,180,0
8459,Midfielder,Norway,Lasse Berg Johnsen,Malmö FF,,25,179,0
8460,Defender,Germany,Lasse Günther,,adidas Predator Elite,21,183,0
8461,Defender,Denmark,Lasse Nielsen,,Puma Future 7 Ultimate,36,185,0
8462,Goalkeeper,Germany,Lasse Rieß,1. FSV Mainz 05,adidas X 19.1,23,191,0
8463,Midfielder,Denmark,Lasse Schöne,,Nike Mercurial Vapor XIII Elite,38,178,0
8464,Goalkeeper,Finland,Lasse Schulz,,,21,198,0
8465,Defender,Germany,Lasse Sobiech,,Under Armour Magnetico Pro,33,196,0
8466,Midfielder,Denmark,Lasse Sørensen,Huddersfield Town,,24,185,0
8467,Forward,Denmark,Lasse Vibe,,Nike Tiempo Legend VIII Elite,37,181,0
8468,Forward,Finland,Lassi Lappalainen,,Nike Mercurial Vapor 15 Elite,26,183,0
8469,Forward,Burkina Faso,Lassina Traoré,Shakhtar Donetsk,adidas Predator Edge.1,23,183,0
8470,Forward,Mali,Lassine Sinayoko,AJ Auxerre,adidas X Crazyfast Elite LL,24,186,0
8471,Midfielder,Slovakia,László Bénes,1. FC Union Berlin,Nike Phantom GX 2 Elite,26,181,0
8472,Midfielder,Hungary,László Kleinheisler,Panathinaikos Athens,Nike Mercurial Vapor XI Elite,30,173,0
8473,Goalkeeper,Hungary,László Köteles,,,40,185,0
8474,Defender,Spain,Laure,,Nike Mercurial Superfly 9 Elite,39,166,0
8475,Defender,Belgium,Laurens De Bock,,,31,179,0
8476,Defender,Italy,Laurens Serpe,,adidas X Crazyfast Elite,23,193,0
8477,Midfielder,France,Laurent Abergel,FC Lorient,Puma Future 7 Ultimate Low,31,170,0
8478,Defender,France,Laurent Bonnart,,adidas Predator Elite,44,171,0
8479,Defender,Belgium,Laurent Ciman,,Nike Mercurial Vapor 15 Elite,39,182,0
8480,Forward,Belgium,Laurent Depoitre,,Nike Tiempo Legend 10 Elite,35,191,0
8481,Midfielder,France,Laurent Dos Santos,,adidas Predator Elite,30,177,0
8482,Defender,Luxembourg,Laurent Jans,,adidas X Crazyfast Elite,32,178,0
8483,Defender,France,Laurent Koscielny,,adidas X Crazyfast Elite,38,186,0
8484,Defender,Belgium,Laurent Lemoine,,,26,186,0
8485,Goalkeeper,France,Laurent Pionnier,,Nike Tiempo Legend 10 Elite,42,184,0
8486,Goalkeeper,Romania,Laurentiu Branescu,,Nike Tiempo Legend VIII Elite,30,194,0
8487,Midfielder,Germany,Laurenz Dehl,,adidas X Crazyfast Elite,22,180,0
8488,Midfielder,Finland,Lauri Ala-Myllymäki,,Nike Tiempo Legend 10 Elite,27,182,0
8489,Midfielder,Germany,Laurin Ulrich,,Nike Mercurial Vapor 15 Elite,19,180,0
8490,Defender,Kosovo,Laurit Krasniqi,Royal Antwerp FC,,23,169,0
8491,Defender,Argentina,Lautaro Blanco,,adidas X Crazyfast Elite,25,176,0
8492,Forward,Uruguay,Lautaro de León,,,23,185,0
8493,Defender,Argentina,Lautaro Giannetti,Udinese Calcio,Nike Phantom GT2 Elite,30,185,0
8494,Forward,Argentina,Lautaro Martínez,Inter,Nike Phantom GX 2 Elite,27,174,0
8495,Defender,Argentina,Lautaro Valenti,Parma Calcio 1913,Nike Mercurial Superfly 9 Elite,25,188,0
8496,Midfielder,Ghana,Lawrence Agyekum,,,20,174,0
8497,Goalkeeper,Ghana,Lawrence Ati Zigi,,adidas Predator Elite,27,188,0
8498,Goalkeeper,Chile,Lawrence Vigouroux,Swansea City,Nike Tiempo Legend 9 Elite,30,194,0
8499,Defender,France,Layvin Kurzawa,,Nike Mercurial Vapor 15 Elite,32,182,0
8500,Forward,Serbia,Lazar Jovanovic,Red Star Belgrade,,17,182,0
8501,Forward,Serbia,Lazar Marković,,Mizuno Morelia Neo IV Beta,30,172,0
8502,Defender,Serbia,Lazar Nikolic,,Nike Mercurial Vapor 15 Elite,25,176,0
8503,Goalkeeper,Serbia,Lazar Petkovic,,,29,186,0
8504,Forward,Serbia,Lazar Randjelovic,Olympiacos Piraeus,Nike Mercurial Vapor 15 Elite,27,175,0
8505,Forward,Serbia,Lazar Romanic,,,26,180,0
8506,Midfielder,Serbia,Lazar Samardžić,Atalanta BC,adidas F50 Elite LL,22,184,0
8507,Defender,Serbia,Lazar Zaknic,Frosinone Calcio,,20,192,0
8508,Forward,Brazil,Lázaro,,Nike Mercurial Vapor 15 Elite,22,181,0
8509,Midfielder,Greece,Lazaros Christodoulopoulos,,Nike Mercurial Vapor 15 Elite,37,183,0
8510,Forward,Greece,Lazaros Lamprou,,Puma Ultra 1.1,26,183,0
8511,Defender,Greece,Lazaros Rota,AEK Athens,Nike Phantom GT2 Elite,27,180,0
8512,Midfielder,Belgium,Leander Dendoncker,RSC Anderlecht,Nike Mercurial Vapor 16 Elite,29,188,0
8513,Forward,Cameroon,Léandre Tawamba,,,34,189,0
8514,Forward,Brazil,Leandrinho,,adidas Predator 19+,25,174,0
8515,Forward,Cape Verde,Leandro Andrade,Qarabağ FK,,24,176,0
8516,Midfielder,Curaçao,Leandro Bacuna,,Nike Mercurial Vapor XIII Elite,33,180,0
8517,Midfielder,Luxembourg,Leandro Barreiro,SL Benfica,adidas F50 Elite,24,174,0
8518,Defender,Uruguay,Leandro Cabrera,RCD Espanyol,Puma Ultra Ultimate,33,190,0
8519,Defender,Brazil,Leandro Castán,,Nike Tiempo Legend 10 Elite,37,185,0
8520,Goalkeeper,Argentina,Leandro Chichizola,Parma Calcio 1913,adidas Predator Elite,34,185,0
8521,Forward,Brazil,Leandro Damião,,Nike Mercurial Superfly 9 Elite,35,187,0
8522,Midfielder,Albania,Leandro Frroku,,Puma Ultra Ultimate,21,179,0
8523,Midfielder,Italy,Leandro Greco,,adidas Predator Elite,38,183,0
8524,Defender,Germany,Leandro Morgalla,Red Bull Salzburg,Nike Phantom GX Elite,19,186,0
8525,Midfielder,Argentina,Leandro Paredes,AS Roma,Nike Phantom GX 2 Elite,30,180,0
8526,Forward,Brazil,Leandro Pereira,,,33,190,0
8527,Goalkeeper,Italy,Leandro Pratelli,,Nike Phantom VSN Elite,21,191,0
8528,Forward,Germany,Leandro Putaro,,adidas X Crazyfast Elite,27,187,0
8529,Defender,Italy,Leandro Rinaudo,,Nike Tiempo Legend 10 Elite,41,191,0
8530,Forward,Uruguay,Leandro Rodríguez,,Nike Mercurial Vapor 15 Elite,31,179,0
8531,Defender,Brazil,Leandro Salino,,adidas X Crazyfast Elite,39,170,0
8532,Forward,Guinea-bissau,Leandro Sanca,,adidas X Crazyfast Elite,24,184,0
8533,Forward,Belgium,Leandro Trossard,Arsenal,adidas X Crazyfast+,29,172,0
8534,Goalkeeper,Switzerland,Leandro Zbinden,,Puma Ultra Ultimate,22,189,0
8535,Defender,Kosovo,Leart Paçarada,1. FC Köln,Nike Mercurial Vapor 15 Elite,29,184,0
8536,Forward,South Africa,Lebo Mothiba,,adidas X Crazyfast Elite LL,28,182,0
8537,Midfielder,South Africa,Lebogang Phiri,EA Guingamp,,29,173,0
8538,Midfielder,Albania,Ledian Memushaj,,adidas Nemeziz.1,37,175,0
8539,Goalkeeper,South Korea,Lee Beom-Young,,adidas Predator Elite,35,194,0
8540,Defender,England,Lee Buchanan,,adidas Predator Elite,23,179,0
8541,Goalkeeper,Northern Ireland,Lee Camp,,adidas Predator Elite,40,183,0
8542,Midfielder,England,Lee Cattermole,,adidas X 15.1 Leather,36,178,0
8543,Midfielder,South Korea,Lee Chung-Yong,,Nike Mercurial Superfly VII Elite,36,180,0
8544,Goalkeeper,England,Lee Grant,,Nike Phantom Luna 2 Elite,41,193,0
8545,Defender,Northern Ireland,Lee Hodson,,,32,173,0
8546,Forward,South Korea,Lee Keun-Ho,,Mizuno Basara,39,176,0
8547,Midfielder,Wales,Lee Lucas,,adidas F50 Adizero,32,180,0
8548,Midfielder,United States,Lee Nguyen,,adidas Nemeziz.1,37,172,0
8549,Defender,England,Lee Peltier,,adidas Copa Sense.1,37,178,0
8550,Midfielder,South Korea,Lee Seung-Woo,,adidas Nemeziz.1,26,173,0
8551,Forward,England,Lee Tomlin,,adidas X Crazyfast Elite,35,180,0
8552,Midfielder,Jamaica,Lee Williamson,,,42,178,0
8553,Defender,South Korea,Lee Yong,,Mizuno Morelia Neo,37,180,0
8554,Defender,South Korea,Lee Yong,,Nike Mercurial Vapor 15 Elite,37,180,0
8555,Goalkeeper,Greece,Lefteris Choutesiotis,,Nike Phantom GT2 Elite DF,30,192,0
8556,Defender,Greece,Lefteris Lyratzis,,Puma Ultra Ultimate,24,178,0
8557,Forward,China,Lei Wu,,Nike Mercurial Vapor 15 Elite,32,174,0
8558,Defender,England,Leif Davis,,adidas X Speedflow.1,24,180,0
8559,Forward,Scotland,Leigh Griffiths,,Nike Mercurial Superfly 9 Elite,34,180,0
8560,Defender,England,Leighton Baines,,adidas Copa Pure 2 Elite,39,170,0
8561,Midfielder,Senegal,Lemouya Goudiaby,,,27,192,0
8562,Midfielder,Netherlands,Lennard Hartjes,,,21,170,0
8563,Midfielder,United States,Lennard Maloney,1. FC Heidenheim 1846,Puma Future 7 Ultimate,24,188,0
8564,Defender,Germany,Lennart Czyborra,,Nike Magista Obra II Elite,25,181,0
8565,Goalkeeper,Germany,Lennart Grill,,adidas Predator Elite,25,192,0
8566,Midfielder,Germany,Lennart Koerdt,VfL Bochum,,19,187,0
8567,Goalkeeper,Germany,Lennart Moser,,adidas Predator Elite,24,196,0
8568,Forward,Germany,Lennart Thy,,Nike Mercurial Superfly 9 Elite,32,184,0
8569,Forward,France,Lenny Joseph,,Nike Mercurial Vapor 15 Elite,23,183,0
8570,Defender,France,Lenny Lacroix,,adidas Predator Elite,21,186,0
8571,Forward,Guadeloupe,Lenny Nangis,,Nike Mercurial Superfly 9 Elite,30,172,0
8572,Forward,France,Lenny Pintor,,Nike Mercurial Vapor XIII Elite,24,179,0
8573,Defender,France,Lenny Vallier,EA Guingamp,,25,178,0
8574,Defender,France,Leny Yoro,Manchester United,adidas Predator Elite FT,18,190,0
8575,Forward,Brazil,Léo Baptistão,UD Almería,Puma Ultra Ultimate,32,183,0
8576,Forward,Cameroon,Leo Beleck,,Nike Mercurial Superfly 9 Elite,30,188,0
8577,Forward,Brazil,Léo Bonatini,,adidas X Crazyfast Elite,30,185,0
8578,Midfielder,England,Leo Castledine,,Nike Phantom GX Elite,19,175,0
8579,Defender,England,Leo Chambers,,Nike Phantom GX 2 Elite,29,180,0
8580,Defender,Brazil,Léo Duarte,İstanbul Başakşehir FK,Nike Phantom GX 2 Elite,28,183,0
8581,Defender,France,Léo Dubois,,adidas X Crazyfast Elite,29,178,0
8582,Defender,Norway,Leo Fuhr Hjelde,Sunderland,adidas X Speedportal.1,21,190,0
8583,Defender,Russia,Leo Goglichidze,,,27,182,0
8584,Defender,Austria,Leo Greiml,,,23,187,0
8585,Forward,Brazil,Léo Jabá,,adidas Nemeziz+,26,178,0
8586,Goalkeeper,Brazil,Léo Jardim,,Nike Tiempo Legend 10 Elite,29,188,0
8587,Goalkeeper,Japan,Leo Kokubo,,Puma Future 7 Ultimate,23,193,0
8588,Defender,Switzerland,Léo Lacroix,,Nike Tiempo Legend 10 Elite,32,195,0
8589,Midfielder,France,Léo Leroy,FC Basel 1893,adidas X Crazyfast Elite,24,187,0
8590,Forward,Brazil,Léo Natel,,,27,179,0
8591,Goalkeeper,Germany,Leo Oppermann,Arminia Bielefeld,Puma Future 7 Ultimate,23,191,0
8592,Defender,Norway,Leo Østigård,Stade Rennais FC,Nike Phantom GX 2 Elite,24,182,0
8593,Goalkeeper,Germany,Leo Petri,,,25,185,0
8594,Defender,France,Léo Pétrot,AS Saint-Etienne,Puma Future 7 Ultimate,27,188,0
8595,Goalkeeper,Spain,Leo Román,RCD Mallorca,Nike Mercurial Superfly 8 Elite,24,189,0
8596,Forward,Slovakia,Leo Sauer,,adidas F50 Elite,18,184,0
8597,Forward,Brazil,Léo Scienza,1. FC Heidenheim 1846,,25,175,0
8598,Midfielder,Brazil,Léo Sena,,Nike Mercurial Vapor XIII Elite,28,175,0
8599,Defender,Switzerland,Léo Seydoux,,,26,174,0
8600,Midfielder,Slovenia,Leo Stulac,,Nike Tiempo Legend VIII Elite,29,175,0
8601,Defender,Finland,Leo Väisänen,,adidas X Speedportal.1,27,188,0
8602,Goalkeeper,Germany,Leo Weinkauf,Hannover 96,,28,196,0
8603,Midfielder,Venezuela,Leomar Pinto,,,27,170,0
8604,Midfielder,Denmark,Leon Andreasen,,adidas X Crazyfast Elite,41,188,0
8605,Forward,Jamaica,Leon Bailey,Aston Villa,Nike Mercurial Vapor 16 Elite,27,178,0
8606,Defender,Nigeria,Leon Balogun,Rangers FC,adidas 11Pro,36,190,0
8607,Goalkeeper,Germany,Leon Bätge,,Nike Phantom GX 2 Elite,27,188,0
8608,Midfielder,England,Leon Britton,,adidas X 15.1 Leather,41,168,0
8609,Goalkeeper,Germany,Leon Brüggemeier,,Nike Tiempo Legend 10 Elite,27,192,0
8610,Forward,England,Leon Chiwome,,Nike Phantom GX Elite,18,186,0
8611,Forward,England,Leon Clarke,,,39,188,0
8612,Forward,Germany,Leon Dajaku,,Nike Mercurial Vapor XIII Elite,23,180,0
8613,Defender,Germany,Leon Fesser,,,30,192,0
8614,Midfielder,Germany,Leon Goretzka,Bayern München,adidas Predator Elite,29,189,0
8615,Forward,Austria,Leon Grgic,SK Sturm Graz,,18,189,0
8616,Defender,-,Leon Guwara,FC Ingolstadt 04,,28,185,0
8617,Defender,Scotland,Leon King,Rangers FC,adidas F50 Elite LL,20,183,0
8618,Midfielder,Germany,Leon Müller,,,24,180,0
8619,Midfielder,Russia,Leon Musaev,,adidas Nemeziz.1,25,182,0
8620,Midfielder,Germany,Leon Opitz,SV Werder Bremen,Nike Mercurial Vapor 15 Elite,19,183,0
8621,Midfielder,England,Leon Osman,,Puma King Finale,43,173,0
8622,Forward,Russia,Leon Sabua,,Nike Mercurial Vapor XIII Elite,24,182,0
8623,Goalkeeper,Germany,Leon Schaffran,,Puma Future Ultimate,26,186,0
8624,Defender,-,Leonard Zuta,,Nike Mercurial Vapor XIII Elite,32,180,0
8625,Defender,Brazil,Leonardo,,adidas F50 Adizero,36,187,0
8626,Defender,Argentina,Leonardo Balerdi,Olympique de Marseille,adidas Copa Pure 2 Elite KT,25,187,0
8627,Midfielder,Italy,Leonardo Benedetti,UC Sampdoria,Nike Mercurial Superfly 8 Elite,24,180,0
8628,Midfielder,Switzerland,Leonardo Bertone,,,30,179,0
8629,Midfielder,Germany,Leonardo Bittencourt,SV Werder Bremen,Nike Phantom GX Elite,30,171,0
8630,Defender,Italy,Leonardo Blanchard,,Nike Mercurial Superfly 9 Elite,36,187,0
8631,Defender,Italy,Leonardo Bonucci,,Nike Phantom GX 2 Elite,37,189,0
8632,Defender,Portugal,Leonardo Buta,,Puma Ultra Ultimate,22,182,0
8633,Forward,Ecuador,Leonardo Campana,,,24,188,0
8634,Forward,Italy,Leonardo Candellone,,,26,186,0
8635,Midfielder,Italy,Leonardo Capezzi,,Puma Ultra Ultimate,29,178,0
8636,Goalkeeper,Italy,Leonardo Fasan,,,30,188,0
8637,Defender,Italy,Leonardo Fontanesi,,Nike Mercurial Vapor 15 Elite,28,181,0
8638,Midfielder,Italy,Leonardo Gatto,,,32,179,0
8639,Defender,Greece,Leonardo Koutris,,adidas X Speedportal+,29,170,0
8640,Defender,Albania,Leonardo Maloku,,Nike Tiempo Legend VI,26,183,0
8641,Forward,Italy,Leonardo Mancuso,,Nike Mercurial Superfly 8 Elite,32,182,0
8642,Goalkeeper,Italy,Leonardo Marson,,,26,192,0
8643,Midfielder,Italy,Leonardo Morosini,,,28,175,0
8644,Forward,Italy,Leonardo Pavoletti,Cagliari Calcio,adidas Copa Pure 2 Elite,35,188,0
8645,Forward,Colombia,Leonardo Ruiz,,,28,185,0
